Symbol,ExpirationDate,AskPrice,AskSize,BidPrice,BidSize,LastPrice,PutCall,StrikePrice,Volume,ImpliedVolatility,Delta,Gamma,Vega,Rho,OpenInterest,UnderlyingPrice,DataDate
AAPL,2016-03-18,4.65,,4.55,,4.75,put,100,418,0.222,-0.7528,5.8991,7.6198,,59502,96.1,2016-02-24
AAPL,2016-03-18,0.57,,0.55,,0.56,call,101,3911,0.2233,0.1958,5.1329,6.6672,,2078,96.1,2016-02-24
AAPL,2016-03-18,5.45,,5.3,,5.71,put,101,28,0.2226,-0.8049,5.136,6.6526,,28,96.1,2016-02-24
AAPL,2016-03-18,0.41,,0.39,,0.41,call,102,481,0.223,0.1507,4.3469,5.6402,,2053,96.1,2016-02-24
AAPL,2016-03-18,6.3,,6.15,,8.5,put,102,35,0.2241,-0.8481,4.3495,5.6713,,17,96.1,2016-02-24
AAPL,2016-03-18,0.29,,0.27,,0.28,call,103,252,0.223,0.1135,3.5756,4.6393,,406,96.1,2016-02-24
AAPL,2016-03-18,7.2,,7,,9.5,put,103,83,0.2285,-0.8805,3.6187,4.8118,,0,96.1,2016-02-24
AAPL,2016-03-18,0.21,,0.19,,0.2,call,104,193,0.2253,0.086,2.888,3.7857,,356,96.1,2016-02-24
AAPL,2016-03-18,8.1,,7.95,,9.03,put,104,9,0.227,-0.9124,2.9078,3.8399,,36,96.1,2016-02-24
AAPL,2016-03-18,0.15,,0.14,,0.15,call,105,2246,0.2274,0.0642,2.2887,3.0274,,83648,96.1,2016-02-24
AAPL,2016-03-18,9.05,,8.85,,9,put,105,40,0.2327,-0.9312,2.3613,3.1968,,18713,96.1,2016-02-24
AAPL,2016-03-18,0.12,,0.1,,0.09,call,106,207,0.235,0.0515,1.8636,2.5479,,361,96.1,2016-02-24
AAPL,2016-03-18,10.05,,9.85,,10.74,put,106,0,0.2517,-0.9355,2.0766,3.0412,,13,96.1,2016-02-24
AAPL,2016-03-18,0.09,,0.07,,0.06,call,107,289,0.2393,0.0395,1.4791,2.0595,,405,96.1,2016-02-24
AAPL,2016-03-18,11.05,,10.8,,13.45,put,107,15,0.2703,-0.9391,1.8479,2.9057,,3,96.1,2016-02-24
AAPL,2016-03-18,0.08,,0.05,,0.05,call,108,88,0.2507,0.0343,1.2565,1.8328,,26,96.1,2016-02-24
AAPL,2016-03-18,12,,11.8,,12.35,put,108,0,0.2687,-0.955,1.4631,2.2869,,36,96.1,2016-02-24
AAPL,2016-03-18,0.06,,0.03,,0.06,call,109,0,0.2543,0.0263,0.993,1.4695,,477,96.1,2016-02-24
AAPL,2016-03-18,13,,12.8,,12.92,put,109,0,0.2856,-0.9572,1.3216,2.1963,,10,96.1,2016-02-24
AAPL,2016-03-18,0.05,,0.04,,0.05,call,110,409,0.2621,0.0218,0.823,1.2549,,44765,96.1,2016-02-24
AAPL,2016-03-18,14,,13.75,,14.4,put,110,49,0.3022,-0.9591,1.2025,2.1144,,29801,96.1,2016-02-24
AAPL,2016-03-18,0.05,,0.03,,0.04,call,111,92,0.2768,0.0208,0.749,1.206,,629,96.1,2016-02-24
AAPL,2016-03-18,15.05,,14.75,,16.77,put,111,8,0.3406,-0.9497,1.262,2.5006,,4,96.1,2016-02-24
AAPL,2016-03-18,0.06,,0.01,,0.06,call,112,0,0.2993,0.0228,0.7499,1.3056,,4,96.1,2016-02-24
AAPL,2016-03-18,16.05,,15.75,,0,put,112,0,0.3572,-0.9516,1.1655,2.4224,,0,96.1,2016-02-24
AAPL,2016-03-18,0.05,,0.01,,0.05,call,113,0,0.3054,0.0191,0.6315,1.1219,,23,96.1,2016-02-24
AAPL,2016-03-18,16.95,,16.75,,0,put,113,0,0.3197,-0.976,0.7331,1.3634,,0,96.1,2016-02-24
AAPL,2016-03-18,0.05,,0.01,,0.02,call,114,0,0.3193,0.0183,0.584,1.0849,,2,96.1,2016-02-24
AAPL,2016-03-18,18,,17.75,,18.13,put,114,0,0.3657,-0.9651,0.874,1.8598,,6,96.1,2016-02-24
AAPL,2016-03-18,0.03,,0.01,,0.03,call,115,356,0.3109,0.0119,0.414,0.7488,,32255,96.1,2016-02-24
AAPL,2016-03-18,19.05,,18.75,,18.7,put,115,11,0.4057,-0.9564,0.9436,2.2273,,21871,96.1,2016-02-24
AAPL,2016-03-18,0.04,,0,,0.03,call,116,0,0.3361,0.0144,0.4502,0.8803,,2,96.1,2016-02-24
AAPL,2016-03-18,20,,19.75,,19.71,put,116,0,0.396,-0.9673,0.7652,1.7629,,19,96.1,2016-02-24
AAPL,2016-03-18,0.04,,0,,0.01,call,117,1,0.3492,0.0139,0.4217,0.8569,,1,96.1,2016-02-24
AAPL,2016-03-18,21.05,,20.75,,0,put,117,0,0.4368,-0.959,0.8352,2.1224,,0,96.1,2016-02-24
AAPL,2016-03-18,0.04,,0,,0.03,call,118,0,0.362,0.0135,0.3955,0.8329,,2,96.1,2016-02-24
AAPL,2016-03-18,22,,21.75,,0,put,118,0,0.4253,-0.9691,0.6791,1.6806,,0,96.1,2016-02-24
AAPL,2016-03-18,0.04,,0,,0.02,call,119,0,0.3746,0.0131,0.3719,0.8105,,1,96.1,2016-02-24
AAPL,2016-03-18,23.05,,22.75,,25.28,put,119,11,0.4669,-0.9611,0.7477,2.0311,,4,96.1,2016-02-24
AAPL,2016-03-18,0.02,,0.01,,0.02,call,120,247,0.3555,0.0073,0.2356,0.4873,,14656,96.1,2016-02-24
AAPL,2016-03-18,24.05,,23.75,,26.36,put,120,17,0.4816,-0.9621,0.7099,1.9891,,4411,96.1,2016-02-24
AAPL,2016-03-18,0.03,,0,,0,call,121,0,0.3853,0.0098,0.2827,0.6336,,0,96.1,2016-02-24
AAPL,2016-03-18,25,,24.75,,0,put,121,0,0.4677,-0.9715,0.5786,1.5745,,0,96.1,2016-02-24
AAPL,2016-03-18,0.02,,0.01,,0.02,call,125,33,0.412,0.0064,0.1811,0.4341,,10389,96.1,2016-02-24
AAPL,2016-03-18,29.05,,28.75,,29.26,put,125,0,0.5524,-0.9661,0.5653,1.8167,,1232,96.1,2016-02-24
AAPL,2016-03-18,0.02,,0.01,,0.02,call,130,2,0.4654,0.0058,0.146,0.3952,,7579,96.1,2016-02-24
AAPL,2016-03-18,34.05,,33.75,,34.87,put,130,3,0.6187,-0.969,0.468,1.6846,,1037,96.1,2016-02-24
AAPL,2016-03-18,0.02,,0.01,,0.02,call,135,78,0.5157,0.0052,0.1212,0.3635,,3705,96.1,2016-02-24
AAPL,2016-03-18,39.05,,38.75,,41.12,put,135,0,0.6815,-0.9713,0.3987,1.5809,,12,96.1,2016-02-24
AAPL,2016-03-18,0.01,,0,,0.01,call,140,0,0.5264,0.0027,0.0659,0.2017,,6426,96.1,2016-02-24
AAPL,2016-03-18,44.05,,43.75,,43.9,put,140,0,0.741,-0.9731,0.3472,1.4968,,36,96.1,2016-02-24
AAPL,2016-03-18,0.01,,0,,0.01,call,145,0,0.5707,0.0026,0.0577,0.1914,,4503,96.1,2016-02-24
AAPL,2016-03-18,49.05,,48.75,,49.8,put,145,0,0.7977,-0.9746,0.3075,1.4271,,0,96.1,2016-02-24
AAPL,2016-03-18,0.01,,0,,0.01,call,150,0,0.6119,0.0024,0.0505,0.1798,,1174,96.1,2016-02-24
AAPL,2016-03-18,54,,53.75,,54.43,put,150,0,0.8111,-0.9814,0.2322,1.0959,,130,96.1,2016-02-24
AAPL,2016-03-18,0.02,,0,,0.01,call,155,0,0.6958,0.004,0.0712,0.2881,,403,96.1,2016-02-24
AAPL,2016-03-18,59.05,,58.75,,60.02,put,155,0,0.9033,-0.9769,0.2506,1.3171,,17,96.1,2016-02-24
AAPL,2016-03-18,0.02,,0,,0.02,call,160,0,0.7362,0.0038,0.0644,0.2758,,924,96.1,2016-02-24
AAPL,2016-03-18,64,,63.75,,65,put,160,0,0.9093,-0.9829,0.1927,1.0197,,0,96.1,2016-02-24
AAPL,2016-03-18,0.02,,0,,0.01,call,165,0,0.7751,0.0037,0.0588,0.265,,2733,96.1,2016-02-24
AAPL,2016-03-18,69,,68.75,,47.75,put,165,0,0.9556,-0.9835,0.1779,0.9889,,0,96.1,2016-02-24
AAPL,2016-03-18,0.02,,0,,0.01,call,170,0,0.8125,0.0035,0.054,0.2553,,443,96.1,2016-02-24
AAPL,2016-03-18,74,,73.75,,52.4,put,170,0,1.0001,-0.9841,0.1653,0.9618,,0,96.1,2016-02-24
AAPL,2016-03-18,0.02,,0,,0.01,call,175,0,0.8484,0.0034,0.0499,0.2462,,76,96.1,2016-02-24
AAPL,2016-03-18,79,,78.75,,79.8,put,175,0,1.0431,-0.9845,0.1546,0.938,,0,96.1,2016-02-24
AAPL,2016-03-24,31.3,,31.05,,0,call,65,0,0.7359,0.9767,0.2764,1.492,,0,96.1,2016-02-24
AAPL,2016-03-24,0.05,,0.01,,0.04,put,65,0,0.605,-0.0087,0.1435,0.6371,,10,96.1,2016-02-24
AAPL,2016-03-24,26.35,,26.05,,0,call,70,0,0.6411,0.9675,0.4186,1.9688,,0,96.1,2016-02-24
AAPL,2016-03-24,0.07,,0.03,,0.05,put,70,0,0.5257,-0.0134,0.2414,0.9309,,53,96.1,2016-02-24
AAPL,2016-03-24,21.4,,21.15,,21.96,call,75,0,0.5425,0.9554,0.641,2.5508,,1,96.1,2016-02-24
AAPL,2016-03-24,0.1,,0.07,,0.09,put,75,0,0.4482,-0.0213,0.4211,1.3848,,44,96.1,2016-02-24
AAPL,2016-03-24,16.45,,16.2,,14.13,call,80,1,0.4404,0.9383,1.0203,3.2966,,4,96.1,2016-02-24
AAPL,2016-03-24,0.17,,0.13,,0.31,put,80,1,0.3819,-0.0393,0.8205,2.2986,,206,96.1,2016-02-24
AAPL,2016-03-24,11.6,,11.4,,11.84,call,85,0,0.3561,0.8989,1.8347,4.793,,58,96.1,2016-02-24
AAPL,2016-03-24,0.33,,0.31,,0.5,put,85,17,0.3216,-0.0805,1.7149,4.0458,,330,96.1,2016-02-24
AAPL,2016-03-24,11.15,,10.95,,0,call,85.5,0,0.3536,0.8896,1.9681,5.105,,0,96.1,2016-02-24
AAPL,2016-03-24,0.36,,0.33,,0.41,put,85.5,7,0.3169,-0.0876,1.855,4.3125,,43,96.1,2016-02-24
AAPL,2016-03-24,10.65,,10.45,,8.65,call,86,6,0.3408,0.8861,2.0882,5.2208,,3,96.1,2016-02-24
AAPL,2016-03-24,0.39,,0.37,,0.4,put,86,12,0.3117,-0.095,2.0029,4.5795,,55,96.1,2016-02-24
AAPL,2016-03-24,10.2,,10,,0,call,86.5,0,0.3372,0.8764,2.2366,5.5324,,0,96.1,2016-02-24
AAPL,2016-03-24,0.43,,0.41,,0.48,put,86.5,0,0.3079,-0.1041,2.167,4.8948,,29,96.1,2016-02-24
AAPL,2016-03-24,9.75,,9.55,,11.15,call,87,0,0.3328,0.8664,2.3913,5.838,,1,96.1,2016-02-24
AAPL,2016-03-24,0.47,,0.44,,0.61,put,87,15,0.3034,-0.1134,2.339,5.2056,,98,96.1,2016-02-24
AAPL,2016-03-24,9.3,,9.1,,7.59,call,87.5,0,0.3278,0.8561,2.5536,6.1405,,2,96.1,2016-02-24
AAPL,2016-03-24,0.51,,0.49,,0.61,put,87.5,34,0.2982,-0.123,2.5208,5.514,,62,96.1,2016-02-24
AAPL,2016-03-24,8.85,,8.65,,7.86,call,88,4,0.3221,0.8456,2.725,6.4383,,21,96.1,2016-02-24
AAPL,2016-03-24,0.56,,0.53,,0.98,put,88,84,0.2941,-0.1343,2.7164,5.8602,,106,96.1,2016-02-24
AAPL,2016-03-24,8.4,,8.2,,0,call,88.5,0,0.3158,0.8346,2.9071,6.7343,,0,96.1,2016-02-24
AAPL,2016-03-24,0.62,,0.59,,0.7,put,88.5,45,0.2908,-0.1472,2.9229,6.235,,115,96.1,2016-02-24
AAPL,2016-03-24,7.95,,7.75,,0,call,89,0,0.3089,0.8231,3.1017,7.0287,,0,96.1,2016-02-24
AAPL,2016-03-24,0.67,,0.65,,0.63,put,89,29,0.2851,-0.1591,3.1403,6.5671,,324,96.1,2016-02-24
AAPL,2016-03-24,7.5,,7.35,,8.9,call,89.5,0,0.3015,0.8112,3.3107,7.3224,,2,96.1,2016-02-24
AAPL,2016-03-24,0.74,,0.72,,1.02,put,89.5,32,0.2816,-0.1739,3.3669,6.9548,,62,96.1,2016-02-24
AAPL,2016-03-24,7.05,,6.9,,6.5,call,90,32,0.2935,0.7986,3.5368,7.6152,,196,96.1,2016-02-24
AAPL,2016-03-24,0.82,,0.79,,1.01,put,90,209,0.2785,-0.1902,3.5994,7.3546,,589,96.1,2016-02-24
AAPL,2016-03-24,6.65,,6.5,,5.5,call,90.5,0,0.2913,0.7808,3.7455,8.0036,,1,96.1,2016-02-24
AAPL,2016-03-24,0.9,,0.88,,1.3,put,90.5,41,0.2745,-0.2069,3.8422,7.7377,,108,96.1,2016-02-24
AAPL,2016-03-24,6.25,,6.1,,5.75,call,91,24,0.288,0.7626,3.9613,8.3691,,40,96.1,2016-02-24
AAPL,2016-03-24,0.99,,0.96,,1.45,put,91,61,0.2708,-0.2251,4.0896,8.1244,,402,96.1,2016-02-24
AAPL,2016-03-24,5.85,,5.7,,4.18,call,91.5,1,0.2837,0.744,4.1868,8.7144,,1,96.1,2016-02-24
AAPL,2016-03-24,1.09,,1.06,,1.21,put,91.5,36,0.2673,-0.2446,4.3392,8.5079,,99,96.1,2016-02-24
AAPL,2016-03-24,5.45,,5.3,,4.63,call,92,1,0.2785,0.7248,4.4246,9.0406,,25,96.1,2016-02-24
AAPL,2016-03-24,1.2,,1.17,,1.21,put,92,144,0.2638,-0.2656,4.5888,8.8817,,353,96.1,2016-02-24
AAPL,2016-03-24,5.05,,4.9,,4.45,call,92.5,7,0.2724,0.7048,4.6774,9.3485,,90,96.1,2016-02-24
AAPL,2016-03-24,1.32,,1.29,,1.74,put,92.5,58,0.2604,-0.2879,4.8361,9.2395,,178,96.1,2016-02-24
AAPL,2016-03-24,4.7,,4.55,,4,call,93,37,0.2706,0.6811,4.8723,9.6725,,58,96.1,2016-02-24
AAPL,2016-03-24,1.45,,1.42,,1.43,put,93,47,0.257,-0.3115,5.0792,9.5751,,191,96.1,2016-02-24
AAPL,2016-03-24,4.35,,4.2,,4.16,call,93.5,24,0.2676,0.6569,5.0728,9.9587,,60,96.1,2016-02-24
AAPL,2016-03-24,1.61,,1.57,,1.76,put,93.5,50,0.2554,-0.3373,5.2808,9.8941,,138,96.1,2016-02-24
AAPL,2016-03-24,4,,3.85,,3.6,call,94,49,0.2635,0.6321,5.2811,10.2078,,147,96.1,2016-02-24
AAPL,2016-03-24,1.76,,1.72,,1.8,put,94,136,0.2516,-0.3632,5.5076,10.1639,,199,96.1,2016-02-24
AAPL,2016-03-24,3.65,,3.55,,3.27,call,94.5,321,0.2582,0.6064,5.5012,10.4191,,127,96.1,2016-02-24
AAPL,2016-03-24,1.93,,1.89,,1.93,put,94.5,111,0.2485,-0.3907,5.7041,10.397,,109,96.1,2016-02-24
AAPL,2016-03-24,3.35,,3.2,,3.3,call,95,313,0.2565,0.5785,5.6314,10.5954,,894,96.1,2016-02-24
AAPL,2016-03-24,2.11,,2.08,,2.3,put,95,39,0.245,-0.4191,5.8874,10.5827,,243,96.1,2016-02-24
AAPL,2016-03-24,3.05,,2.93,,3,call,95.5,102,0.2535,0.5502,5.7651,10.7198,,145,96.1,2016-02-24
AAPL,2016-03-24,2.32,,2.28,,2.87,put,95.5,43,0.2431,-0.4488,6.0092,10.7165,,106,96.1,2016-02-24
AAPL,2016-03-24,2.73,,2.66,,2.61,call,96,809,0.2473,0.521,5.9477,10.7905,,391,96.1,2016-02-24
AAPL,2016-03-24,2.53,,2.49,,2.38,put,96,11,0.2398,-0.4792,6.1338,10.7908,,350,96.1,2016-02-24
AAPL,2016-03-24,2.45,,2.39,,2.4,call,96.5,65,0.2435,0.4907,6.0467,10.8025,,152,96.1,2016-02-24
AAPL,2016-03-24,2.77,,2.72,,3.4,put,96.5,36,0.2379,-0.5102,6.1894,10.802,,100,96.1,2016-02-24
AAPL,2016-03-24,2.2,,2.14,,2.18,call,97,161,0.2411,0.4601,6.0779,10.7513,,258,96.1,2016-02-24
AAPL,2016-03-24,3.05,,2.97,,2.92,put,97,17,0.2383,-0.5407,6.1499,10.7491,,183,96.1,2016-02-24
AAPL,2016-03-24,1.97,,1.91,,1.9,call,97.5,131,0.2392,0.4294,6.062,10.6358,,556,96.1,2016-02-24
AAPL,2016-03-24,3.3,,3.2,,3.9,put,97.5,0,0.2344,-0.5726,6.1798,10.6262,,152,96.1,2016-02-24
AAPL,2016-03-24,1.75,,1.69,,1.73,call,98,217,0.2367,0.3985,6.0203,10.4541,,433,96.1,2016-02-24
AAPL,2016-03-24,3.6,,3.5,,3.55,put,98,15,0.2338,-0.603,6.0894,10.4431,,187,96.1,2016-02-24
AAPL,2016-03-24,1.55,,1.5,,1.49,call,98.5,81,0.2347,0.3681,5.9301,10.2094,,169,96.1,2016-02-24
AAPL,2016-03-24,3.9,,3.8,,3.7,put,98.5,0,0.2317,-0.6339,5.9964,10.1914,,81,96.1,2016-02-24
AAPL,2016-03-24,1.37,,1.31,,1.24,call,99,203,0.2331,0.3385,5.7929,9.9073,,400,96.1,2016-02-24
AAPL,2016-03-24,4.2,,4.1,,4.1,put,99,10,0.228,-0.6654,5.8957,9.8623,,247,96.1,2016-02-24
AAPL,2016-03-24,1.19,,1.15,,1.15,call,99.5,234,0.2301,0.3083,5.6481,9.5322,,156,96.1,2016-02-24
AAPL,2016-03-24,4.55,,4.45,,4.5,put,99.5,0,0.2279,-0.6936,5.6856,9.507,,14,96.1,2016-02-24
AAPL,2016-03-24,1.04,,1,,1.03,call,100,954,0.2285,0.2802,5.4397,9.1205,,2139,96.1,2016-02-24
AAPL,2016-03-24,4.9,,4.8,,4.8,put,100,2,0.2264,-0.7219,5.4723,9.0872,,198,96.1,2016-02-24
AAPL,2016-03-24,0.79,,0.75,,0.77,call,101,209,0.2267,0.2286,4.9291,8.1972,,935,96.1,2016-02-24
AAPL,2016-03-24,5.65,,5.5,,7.57,put,101,5,0.2243,-0.774,4.95,8.1437,,19,96.1,2016-02-24
AAPL,2016-03-24,0.58,,0.55,,0.5,call,102,84,0.2237,0.1813,4.3506,7.1393,,774,96.1,2016-02-24
AAPL,2016-03-24,6.45,,6.3,,8.45,put,102,9,0.2224,-0.8202,4.3534,7.1013,,31,96.1,2016-02-24
AAPL,2016-03-24,0.42,,0.39,,0.4,call,103,50,0.2215,0.1409,3.7262,6.056,,846,96.1,2016-02-24
AAPL,2016-03-24,7.3,,7.15,,6.81,put,103,0,0.2216,-0.859,3.7266,6.0592,,21,96.1,2016-02-24
AAPL,2016-03-24,0.31,,0.28,,0.29,call,104,30,0.222,0.1097,3.1207,5.0817,,775,96.1,2016-02-24
AAPL,2016-03-24,8.2,,8.05,,9.58,put,104,0,0.2241,-0.8881,3.1375,5.1573,,14,96.1,2016-02-24
AAPL,2016-03-24,0.23,,0.2,,0.17,call,105,424,0.2234,0.085,2.5722,4.2155,,2174,96.1,2016-02-24
AAPL,2016-03-24,9.15,,8.95,,11.44,put,105,1,0.2327,-0.9057,2.6673,4.5534,,122,96.1,2016-02-24
AAPL,2016-03-24,0.17,,0.14,,0.13,call,106,34,0.2251,0.0654,2.0902,3.4512,,1010,96.1,2016-02-24
AAPL,2016-03-24,10.1,,9.9,,12.4,put,106,1,0.2388,-0.9222,2.2504,3.9432,,34,96.1,2016-02-24
AAPL,2016-03-24,0.13,,0.1,,0.11,call,107,0,0.2285,0.0513,1.6998,2.85,,171,96.1,2016-02-24
AAPL,2016-03-24,11.1,,10.8,,9.45,put,107,0,0.2561,-0.9265,2.0108,3.7772,,1,96.1,2016-02-24
AAPL,2016-03-24,0.1,,0.07,,0.15,call,108,0,0.2323,0.0403,1.3779,2.3484,,160,96.1,2016-02-24
AAPL,2016-03-24,12.1,,11.3,,11.87,put,108,0,0.2728,-0.9302,1.8135,3.6299,,3,96.1,2016-02-24
AAPL,2016-03-24,0.08,,0.06,,0.03,call,109,10,0.2375,0.0325,1.1303,1.9694,,14,96.1,2016-02-24
AAPL,2016-03-24,13.1,,12.35,,0,put,109,0,0.2893,-0.9334,1.6486,3.4983,,0,96.1,2016-02-24
AAPL,2016-03-24,0.07,,0.04,,0.05,call,110,173,0.246,0.028,0.9651,1.7421,,496,96.1,2016-02-24
AAPL,2016-03-24,14,,13.8,,13.85,put,110,18,0.2709,-0.958,1.2209,2.4268,,398,96.1,2016-02-24
AAPL,2016-03-24,0.06,,0.02,,0.04,call,115,0,0.3044,0.0203,0.5949,1.3285,,571,96.1,2016-02-24
AAPL,2016-03-24,19.05,,18.75,,18.8,put,115,0,0.3632,-0.9555,0.9545,2.543,,7,96.1,2016-02-24
AAPL,2016-04-01,31.35,,31.1,,0,call,65,0,0.6773,0.9727,0.3034,1.9237,,0,96.1,2016-02-24
AAPL,2016-04-01,0.06,,0.02,,0,put,65,0,0.5486,-0.01,0.1583,0.8129,,0,96.1,2016-02-24
AAPL,2016-04-01,26.4,,26.15,,0,call,70,0,0.5874,0.9632,0.4477,2.4613,,0,96.1,2016-02-24
AAPL,2016-04-01,0.09,,0.05,,0.09,put,70,120,0.4828,-0.0162,0.2735,1.2362,,0,96.1,2016-02-24
AAPL,2016-04-01,21.45,,21.2,,0,call,75,0,0.4956,0.9507,0.6726,3.1205,,0,96.1,2016-02-24
AAPL,2016-04-01,0.13,,0.1,,0.12,put,75,0,0.4145,-0.0258,0.4731,1.8353,,15,96.1,2016-02-24
AAPL,2016-04-01,16.5,,16.3,,18.5,call,80,0,0.4018,0.9331,1.0547,3.9669,,7,96.1,2016-02-24
AAPL,2016-04-01,0.22,,0.2,,0.39,put,80,4,0.356,-0.0468,0.8981,2.9927,,172,96.1,2016-02-24
AAPL,2016-04-01,11.75,,11.55,,13.24,call,85,0,0.3407,0.8826,1.8896,6.0268,,1,96.1,2016-02-24
AAPL,2016-04-01,0.45,,0.43,,0.46,put,85,86,0.3092,-0.097,1.8146,5.2516,,237,96.1,2016-02-24
AAPL,2016-04-01,11.3,,11.1,,0,call,85.5,0,0.3371,0.8739,2.0082,6.3371,,0,96.1,2016-02-24
AAPL,2016-04-01,0.49,,0.47,,0.65,put,85.5,0,0.3055,-0.1051,1.9471,5.5681,,48,96.1,2016-02-24
AAPL,2016-04-01,10.8,,10.6,,11,call,86,0,0.3253,0.87,2.1254,6.4712,,13,96.1,2016-02-24
AAPL,2016-04-01,0.53,,0.51,,0.97,put,86,6,0.3013,-0.1135,2.0858,5.8829,,33,96.1,2016-02-24
AAPL,2016-04-01,10.35,,10.15,,0,call,86.5,0,0.3209,0.8608,2.2587,6.7837,,0,96.1,2016-02-24
AAPL,2016-04-01,0.58,,0.56,,0.98,put,86.5,6,0.2982,-0.1233,2.2346,6.2365,,64,96.1,2016-02-24
AAPL,2016-04-01,9.9,,9.7,,0,call,87,0,0.316,0.8513,2.3986,7.0936,,0,96.1,2016-02-24
AAPL,2016-04-01,0.63,,0.61,,1.1,put,87,5,0.2943,-0.1332,2.3894,6.5823,,10,96.1,2016-02-24
AAPL,2016-04-01,9.45,,9.3,,11,call,87.5,0,0.3105,0.8414,2.5462,7.4005,,7,96.1,2016-02-24
AAPL,2016-04-01,0.68,,0.67,,0.7,put,87.5,5,0.2899,-0.1435,2.5519,6.9252,,46,96.1,2016-02-24
AAPL,2016-04-01,9,,8.85,,9.08,call,88,2,0.3046,0.8312,2.7026,7.7056,,2,96.1,2016-02-24
AAPL,2016-04-01,0.74,,0.72,,0.7,put,88,49,0.2863,-0.1552,2.7227,7.2957,,57,96.1,2016-02-24
AAPL,2016-04-01,8.6,,8.4,,0,call,88.5,0,0.3045,0.8162,2.8539,8.1331,,0,96.1,2016-02-24
AAPL,2016-04-01,0.81,,0.79,,1.03,put,88.5,3,0.2833,-0.1682,2.8995,7.6886,,83,96.1,2016-02-24
AAPL,2016-04-01,8.15,,8,,0,call,89,0,0.2974,0.8053,3.0273,8.4281,,0,96.1,2016-02-24
AAPL,2016-04-01,0.88,,0.86,,1.04,put,89,110,0.2796,-0.1815,3.0837,8.0696,,75,96.1,2016-02-24
AAPL,2016-04-01,7.75,,7.55,,0,call,89.5,0,0.2957,0.7898,3.188,8.8229,,0,96.1,2016-02-24
AAPL,2016-04-01,0.96,,0.94,,1.22,put,89.5,21,0.2763,-0.1961,3.2723,8.4639,,16,96.1,2016-02-24
AAPL,2016-04-01,7.3,,7.15,,6.9,call,90,12,0.2876,0.7778,3.3843,9.1106,,12,96.1,2016-02-24
AAPL,2016-04-01,1.05,,1.02,,1.03,put,90,123,0.2735,-0.2119,3.4633,8.8651,,267,96.1,2016-02-24
AAPL,2016-04-01,6.9,,6.75,,6.79,call,90.5,5,0.2844,0.7615,3.5602,9.4787,,7,96.1,2016-02-24
AAPL,2016-04-01,1.14,,1.12,,1.82,put,90.5,22,0.2698,-0.2282,3.6622,9.2483,,32,96.1,2016-02-24
AAPL,2016-04-01,6.5,,6.35,,4.85,call,91,16,0.2805,0.7448,3.7437,9.8286,,0,96.1,2016-02-24
AAPL,2016-04-01,1.25,,1.22,,1.28,put,91,21,0.2675,-0.2464,3.8533,9.6467,,89,96.1,2016-02-24
AAPL,2016-04-01,6.1,,5.95,,4.9,call,91.5,43,0.2758,0.7275,3.9362,10.1617,,1,96.1,2016-02-24
AAPL,2016-04-01,1.35,,1.33,,1.28,put,91.5,77,0.2632,-0.2643,4.0616,10.0068,,68,96.1,2016-02-24
AAPL,2016-04-01,5.75,,5.6,,4.37,call,92,11,0.2752,0.7069,4.0862,10.5243,,34,96.1,2016-02-24
AAPL,2016-04-01,1.47,,1.45,,1.46,put,92,39,0.2602,-0.284,4.2584,10.3701,,75,96.1,2016-02-24
AAPL,2016-04-01,5.35,,5.25,,4,call,92.5,10,0.2689,0.6885,4.2968,10.8155,,22,96.1,2016-02-24
AAPL,2016-04-01,1.61,,1.58,,1.65,put,92.5,38,0.2581,-0.3054,4.4385,10.7236,,116,96.1,2016-02-24
AAPL,2016-04-01,5,,4.85,,4.8,call,93,23,0.2665,0.6671,4.4575,11.1185,,23,96.1,2016-02-24
AAPL,2016-04-01,1.75,,1.73,,1.89,put,93,20,0.2551,-0.3273,4.6248,11.0426,,148,96.1,2016-02-24
AAPL,2016-04-01,4.65,,4.55,,4.55,call,93.5,22,0.2631,0.6452,4.6235,11.3882,,35,96.1,2016-02-24
AAPL,2016-04-01,1.91,,1.88,,2.39,put,93.5,2,0.2529,-0.3505,4.7896,11.3376,,255,96.1,2016-02-24
AAPL,2016-04-01,4.3,,4.2,,3.65,call,94,137,0.2589,0.6226,4.7972,11.6243,,831,96.1,2016-02-24
AAPL,2016-04-01,2.07,,2.04,,2.2,put,94,93,0.2497,-0.3742,4.9595,11.5932,,903,96.1,2016-02-24
AAPL,2016-04-01,4,,3.85,,4.05,call,94.5,49,0.258,0.5982,4.9009,11.8341,,39,96.1,2016-02-24
AAPL,2016-04-01,2.25,,2.22,,2.48,put,94.5,115,0.2473,-0.399,5.103,11.8125,,232,96.1,2016-02-24
AAPL,2016-04-01,3.7,,3.55,,3.4,call,95,284,0.256,0.5734,5.0068,11.9981,,174,96.1,2016-02-24
AAPL,2016-04-01,2.44,,2.41,,2.4,put,95,107,0.2447,-0.4247,5.234,11.9872,,1001,96.1,2016-02-24
AAPL,2016-04-01,3.4,,3.25,,3.41,call,95.5,30,0.2531,0.5482,5.1151,12.1162,,38,96.1,2016-02-24
AAPL,2016-04-01,2.65,,2.61,,3.05,put,95.5,6,0.2427,-0.4511,5.3331,12.1135,,164,96.1,2016-02-24
AAPL,2016-04-01,3.1,,3,,2.94,call,96,146,0.2491,0.5223,5.2267,12.1864,,264,96.1,2016-02-24
